Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,22351,2022-08-09,0.3859648201,0.3109003837,0.3404732924,21,100
Market-Adjusted Model,22352,2022-08-09,0.0390625502,0.0180509026,-0.006428977,21,100
Market-Adjusted Model,22353,2022-08-09,-0.054706002,-0.097621915,-0.10019753,21,100
Market-Adjusted Model,22354,2022-08-09,0.0006178761,-0.044992165,-0.044873652,21,100
Market-Adjusted Model,22355,2022-08-09,0.0030596362,-0.04304765,-0.042431891,21,100
Market-Adjusted Model,22356,2022-08-09,-0.123373982,-0.097231638,-0.168865509,21,100
Market-Adjusted Model,22359,2022-08-09,0.0020020476,-0.044103246,-0.04348948,21,100
Market-Adjusted Model,22360,2022-08-09,0.0399859444,-0.003922303,-0.005505583,21,100
Market-Adjusted Model,22361,2022-08-09,0.1868948889,0.1307664969,0.1414033612,21,100
Market-Adjusted Model,22362,2022-08-09,-0.024000042,-0.069665061,-0.069491569,21,100
Market-Adjusted Model,22363,2022-08-09,0.0208496147,-0.024297019,-0.024641913,21,100
Market-Adjusted Model,22364,2022-08-09,-0.013300421,-0.059419175,-0.058791949,21,100
Market-Adjusted Model,22367,2022-08-09,-0.000932857,-0.047043608,-0.046424385,21,100
Market-Adjusted Model,22368,2022-08-09,-0.017023366,-0.063048383,-0.062514894,21,100
Market-Adjusted Model,22369,2022-08-09,0.0454545415,0.0008702785,-0.000036986,21,100
Market-Adjusted Model,22370,2022-08-09,0.0020407656,-0.044059518,-0.043450762,21,100
Market-Adjusted Model,22371,2022-08-09,-0.008420584,-0.054531124,-0.053912112,21,100
Market-Adjusted Model,22372,2022-08-09,0.010937278,-0.034909335,-0.03455425,21,100
Market-Adjusted Model,22375,2022-08-09,-0.002567773,-0.048613567,-0.0480593,21,100
Market-Adjusted Model,22376,2022-08-09,-0.010509645,-0.056368571,-0.056001173,21,100
Market-Adjusted Model,22377,2022-08-09,-0.002647696,-0.038911138,-0.048139224,21,100
Market-Adjusted Model,22378,2022-08-09,0.0029776411,-0.043139492,-0.042513887,21,100
Market-Adjusted Model,22379,2022-08-09,-0.001902135,-0.047547759,-0.047393662,21,100
Market-Adjusted Model,22380,2022-08-09,0.0050150305,-0.041110512,-0.040476497,21,100
Market-Adjusted Model,22383,2022-08-09,0.0005288287,-0.045537194,-0.044962699,21,100
Market-Adjusted Model,22384,2022-08-09,0.0029850479,-0.043132982,-0.04250648,21,100
Market-Adjusted Model,22385,2022-08-09,0.0172943863,-0.027884304,-0.028197141,21,100
Market-Adjusted Model,22386,2022-08-09,0.0088013331,-0.036144768,-0.036690195,21,100
Market-Adjusted Model,22387,2022-08-09,0.0090621009,-0.034671766,-0.036429427,21,100
Market-Adjusted Model,22388,2022-08-09,0.0208093889,-0.023808856,-0.024682139,21,100
Market-Adjusted Model,22389,2022-08-09,0.0551738013,0.0108350046,0.0096822737,21,100
Market-Adjusted Model,22390,2022-08-09,0.0010204313,-0.04509203,-0.044471096,21,100
Market-Adjusted Model,22392,2022-08-09,0.0369478881,-0.008523782,-0.00854364,21,100
Market-Adjusted Model,22393,2022-08-09,-0.013787134,-0.059440472,-0.059278661,21,100
Market-Adjusted Model,22394,2022-08-09,-0.000037064,-0.046085763,-0.045528591,21,100
Market-Adjusted Model,22395,2022-08-09,0.0005154757,-0.045583221,-0.044976052,21,100
Market-Adjusted Model,22396,2022-08-09,0.0361775613,-0.009627207,-0.009313966,21,100
Market-Adjusted Model,22397,2022-08-09,0.031538999,-0.012886381,-0.013952529,21,100
Market-Adjusted Model,22398,2022-08-09,0.0162505296,-0.029819935,-0.029240998,21,100
Market-Adjusted Model,22399,2022-08-09,0.0421810473,0.0118473635,-0.00331048,21,100
Market-Adjusted Model,22401,2022-08-09,0.0178830774,-0.027974072,-0.02760845,21,100
Market-Adjusted Model,22404,2022-08-09,0.0396695834,-0.005304642,-0.005821944,21,100
Market-Adjusted Model,22405,2022-08-09,0.0128865181,-0.032686354,-0.03260501,21,100
Market-Adjusted Model,22406,2022-08-09,0.0392953234,-0.005186745,-0.006196204,21,100
Market-Adjusted Model,22407,2022-08-09,-0.005931494,-0.051805956,-0.051423021,21,100
Market-Adjusted Model,22408,2022-08-09,0.0293362081,-0.014963417,-0.01615532,21,100
Market-Adjusted Model,22409,2022-08-09,0.0123172528,-0.03267235,-0.033174275,21,100
Market-Adjusted Model,22412,2022-08-09,0.0295137826,-0.015734774,-0.015977745,21,100
Market-Adjusted Model,22413,2022-08-09,-0.24418601,-0.28390136,-0.289677538,21,100
Market-Adjusted Model,22414,2022-08-09,0.0990958369,0.0523691476,0.0536043092,21,100
Market-Adjusted Model,22415,2022-08-09,-0.022158282,-0.052446503,-0.06764981,21,100
Market-Adjusted Model,22416,2022-08-09,0.3073393654,0.2426245693,0.2618478377,21,100
Market-Adjusted Model,22417,2022-08-09,-0.07579884,0.087550928,-0.121290368,21,100
Market-Adjusted Model,22418,2022-08-09,-0.080960835,-0.07154951,-0.126452363,21,100
Market-Adjusted Model,22419,2022-08-09,-0.001550423,-0.047592692,-0.047041951,21,100
Market-Adjusted Model,22420,2022-08-09,0.0025329863,-0.043546198,-0.042958541,21,100
Market-Adjusted Model,22421,2022-08-09,0.0053948314,-0.040730212,-0.040096696,21,100
Market-Adjusted Model,22422,2022-08-09,0.0422018421,0.0054588417,-0.003289686,21,100
Market-Adjusted Model,22423,2022-08-09,0.2649337943,0.203790149,0.2194422666,21,100
Market-Adjusted Model,22424,2022-08-09,0.0931372488,0.0662808361,0.0476457211,21,100
Market-Adjusted Model,22425,2022-08-09,0.0951359724,0.0589869386,0.0496444448,21,100
Market-Adjusted Model,22426,2022-08-09,-0.015901004,-0.048754479,-0.061392532,21,91
Market-Adjusted Model,22428,2022-08-09,0.0051292043,-0.039362228,-0.040362323,21,81
Market-Adjusted Model,22431,2022-08-09,0.0294329276,-0.015179907,-0.0160586,21,81
Market-Adjusted Model,22432,2022-08-09,-0.024031005,-0.010871005,-0.010871005,1,100
Market-Adjusted Model,22433,2022-08-09,0.0054185336,-0.039389985,-0.040072994,21,92
Market-Adjusted Model,22434,2022-08-09,0.0294127422,-0.016371584,-0.016078786,21,100
Market-Adjusted Model,22435,2022-08-09,0.0421281983,-0.004000112,-0.003363329,21,100
Market-Adjusted Model,22436,2022-08-09,-0.010943558,-0.05640663,-0.056435086,21,100
Market-Adjusted Model,22439,2022-08-09,0.0019940638,-0.044107133,-0.043497464,21,91
Market-Adjusted Model,22440,2022-08-09,0.0029850484,-0.043105621,-0.042506479,21,100
Market-Adjusted Model,22441,2022-08-09,0.0574672255,0.0117221362,0.0119756978,21,100
Market-Adjusted Model,22442,2022-08-09,-0.007797094,-0.052870868,-0.053288621,21,100
Market-Adjusted Model,22443,2022-08-09,0.0433017614,-0.002076569,-0.002189766,21,100
Market-Adjusted Model,22444,2022-08-09,-0.026260601,-0.071617996,-0.071752128,21,100
Market-Adjusted Model,22446,2022-08-09,0.0201282998,-0.025185499,-0.025363228,21,100
Market-Adjusted Model,22447,2022-08-09,-0.002501213,-0.048607935,-0.04799274,21,94
Market-Adjusted Model,22448,2022-08-09,0.0614473281,0.0228871504,0.0159558004,21,100
Market-Adjusted Model,22449,2022-08-09,0.2556486064,0.1970981374,0.2101570787,21,100
Market-Adjusted Model,22450,2022-08-09,0.0650948384,0.0326884013,0.0196033107,21,100
Market-Adjusted Model,22451,2022-08-09,0.0068188425,-0.037701623,-0.038672685,21,100
Market-Adjusted Model,22452,2022-08-09,-0.017076759,-0.063131623,-0.062568287,21,99
Market-Adjusted Model,22454,2022-08-09,-0.018933122,-0.064962599,-0.06442465,21,99
Market-Adjusted Model,22455,2022-08-09,-0.018229375,-0.064281745,-0.063720903,21,99
Market-Adjusted Model,22456,2022-08-09,0.0766385295,0.0499928853,0.0311470018,21,100
Market-Adjusted Model,22457,2022-08-09,-0.024315455,-0.070006009,-0.069806983,21,97
Market-Adjusted Model,22458,2022-08-09,0.0251749825,-0.020723991,-0.020316545,21,100
Market-Adjusted Model,22459,2022-08-09,0.011822612,-0.033414336,-0.033668916,21,95
Market-Adjusted Model,22460,2022-08-09,0.0760524652,0.0303188669,0.0305609375,21,100
Market-Adjusted Model,22462,2022-08-09,-0.002610211,-0.04866124,-0.048101738,21,99
Market-Adjusted Model,22463,2022-08-09,0.0129899774,-0.033016354,-0.03250155,21,99
Market-Adjusted Model,22464,2022-08-09,0.021604999,-0.024388984,-0.023886529,21,98
Market-Adjusted Model,22465,2022-08-09,0.2644627496,0.2161710459,0.2189712219,21,100
Market-Adjusted Model,22466,2022-08-09,0.0718573876,0.0247579079,0.0263658599,21,100
Market-Adjusted Model,22467,2022-08-09,0.0325877505,-0.012687565,-0.012903777,21,100
Market-Adjusted Model,22468,2022-08-09,0.0529555375,0.011247773,0.0074640098,21,100
Market-Adjusted Model,22469,2022-08-09,0.0037653571,-0.04230076,-0.041726171,21,97
Market-Adjusted Model,22470,2022-08-09,0.0039662829,-0.042153222,-0.041525245,21,100
Market-Adjusted Model,22471,2022-08-09,0.0674948682,0.0212626792,0.0220033405,21,91
Market-Adjusted Model,22472,2022-08-09,0.0430104419,-0.001788853,-0.002481086,21,100
Market-Adjusted Model,22473,2022-08-09,0.0154176602,-0.030619272,-0.030073868,21,100
Market-Adjusted Model,22474,2022-08-09,-0.001003032,-0.047078337,-0.04649456,21,95
Market-Adjusted Model,22475,2022-08-09,0.0060280385,-0.038538804,-0.039463489,21,96
Market-Adjusted Model,22476,2022-08-09,0.0623356846,0.0159770372,0.016844157,21,99
Market-Adjusted Model,22477,2022-08-09,0.0577432419,0.0130170604,0.0122517142,21,100
Market-Adjusted Model,22478,2022-08-09,0.0412565712,-0.004712809,-0.004234956,21,100
Market-Adjusted Model,22479,2022-08-09,0.0021736208,-0.031763512,-0.043317907,21,100
Market-Adjusted Model,22480,2022-08-09,-3.50298E-12,-0.046101165,-0.045491528,21,100
Market-Adjusted Model,22481,2022-08-09,0.0394077184,-0.006050892,-0.006083809,21,97
Market-Adjusted Model,22482,2022-08-09,0.0280246819,-0.017540798,-0.017466846,21,100
Market-Adjusted Model,22483,2022-08-09,0.0154054577,-0.028810332,-0.03008607,21,99
Market-Adjusted Model,22484,2022-08-09,0.0549002739,0.0093557902,0.0094087462,21,100
Market-Adjusted Model,22485,2022-08-09,-0.008141612,-0.054064253,-0.05363314,21,100
Market-Adjusted Model,22486,2022-08-09,0.0516834319,0.0066267756,0.0061919042,21,100
Market-Adjusted Model,22487,2022-08-09,0.0595286717,0.0140843048,0.0140371441,21,100
Market-Adjusted Model,22490,2022-08-09,0.0311612722,-0.013100146,-0.014330255,21,90
Market-Adjusted Model,22491,2022-08-09,0.0519795067,0.0080885627,0.0064879791,21,90
Market-Adjusted Model,22492,2022-08-09,0.0334669102,-0.012165303,-0.012024618,21,92
Market-Adjusted Model,22493,2022-08-09,0.0902251075,0.0415595116,0.0447335798,21,100
Market-Adjusted Model,22494,2022-08-09,0.0430329087,-0.001633758,-0.002458619,21,100
Market-Adjusted Model,22495,2022-08-09,0.0029713619,-0.04163546,-0.042520166,21,100
Market-Adjusted Model,22498,2022-08-09,0.0240906407,-0.018296917,-0.021400887,21,100
Market-Adjusted Model,22499,2022-08-09,0.0562750053,0.0132117338,0.0107834776,21,100
Market-Adjusted Model,22500,2022-08-09,0.0119462304,-0.034201169,-0.033545297,21,90
Market-Adjusted Model,22501,2022-08-09,0.0034704857,-0.042651471,-0.042021042,21,91
Market-Adjusted Model,22502,2022-08-09,0.0039781164,-0.042144111,-0.041513411,21,100
Market-Adjusted Model,22503,2022-08-09,0.0961538742,0.0976671386,0.0506623465,21,100
Market-Adjusted Model,22504,2022-08-09,0.0010024334,-0.045101233,-0.044489094,21,100
Market-Adjusted Model,22505,2022-08-09,0.00449093,-0.041598426,-0.041000598,21,99
Market-Adjusted Model,22506,2022-08-09,0.0040060053,-0.042103265,-0.041485522,21,90
Market-Adjusted Model,22507,2022-08-09,0.0040081077,-0.042080051,-0.04148342,21,94
Market-Adjusted Model,22508,2022-08-09,-0.009164986,-0.055250311,-0.054656513,21,93
Market-Adjusted Model,22509,2022-08-09,0.0110525798,-0.031996324,-0.034438948,21,100
Market-Adjusted Model,22511,2022-08-09,0.0024999619,-0.043612283,-0.042991566,21,94
Market-Adjusted Model,22512,2022-08-09,0.0040650368,-0.041813121,-0.041426491,21,100
Market-Adjusted Model,22513,2022-08-09,0.0024850515,-0.04362389,-0.043006476,21,100
Market-Adjusted Model,22514,2022-08-09,-0.2646341,-0.33565523,-0.310125628,21,100
Market-Adjusted Model,22515,2022-08-09,-0.051001773,-0.094872275,-0.096493301,21,98
Market-Adjusted Model,22516,2022-08-09,0.0460993335,0.0201962636,0.0006078058,21,100
Market-Adjusted Model,22517,2022-08-09,0.0854577791,0.0376118097,0.0399662515,21,100
Market-Adjusted Model,22519,2022-08-09,0.0039999962,-0.042117489,-0.041491532,21,94
Market-Adjusted Model,22520,2022-08-09,0.1760564038,0.1275325239,0.1305648762,21,95
Market-Adjusted Model,22521,2022-08-09,0.0020059682,-0.044093467,-0.043485559,21,100
Market-Adjusted Model,22522,2022-08-09,0.0024913376,-0.043589627,-0.04300019,21,90
Market-Adjusted Model,22523,2022-08-09,0.0642201308,0.1017189977,0.0187286031,21,97
Market-Adjusted Model,22524,2022-08-09,0.0024740795,-0.0436343,-0.043017448,21,98
Market-Adjusted Model,22527,2022-08-09,0.0005050622,-0.045605497,-0.044986465,21,100
Market-Adjusted Model,22528,2022-08-09,0.0014978832,-0.044593967,-0.043993645,21,100
Market-Adjusted Model,22529,2022-08-09,0.0060180004,-0.040094447,-0.039473527,21,90
Market-Adjusted Model,22530,2022-08-09,0.0906815077,0.0842617407,0.04518998,21,100
Market-Adjusted Model,22531,2022-08-09,0.003505338,-0.04258569,-0.04198619,21,90
Market-Adjusted Model,22532,2022-08-09,0.0045066718,-0.041615835,-0.040984856,21,91
Market-Adjusted Model,22535,2022-08-09,0.0062047017,-0.039918399,-0.039286826,21,100
Market-Adjusted Model,22536,2022-08-09,0.2285714522,0.2081954624,0.1830799245,21,100
Market-Adjusted Model,22537,2022-08-09,0.061126878,0.0225666822,0.0156353503,21,100
Market-Adjusted Model,22538,2022-08-09,0.1037036867,0.1248305972,0.058212159,21,100
Market-Adjusted Model,22539,2022-08-09,0.0029805993,-0.043140152,-0.042510928,21,91
Market-Adjusted Model,22540,2022-08-09,0.001491088,-0.044569564,-0.04400044,21,100
Market-Adjusted Model,22543,2022-08-09,0.0045066718,-0.041610576,-0.040984856,21,91
Market-Adjusted Model,22544,2022-08-09,0.0015166219,-0.044584741,-0.043974906,21,100
Market-Adjusted Model,22545,2022-08-09,0.0079999924,-0.038134948,-0.037491535,21,100
Market-Adjusted Model,22546,2022-08-09,0.0049702928,-0.041151411,-0.040521235,21,100
Market-Adjusted Model,22547,2022-08-09,0.0020121186,-0.044079142,-0.043479409,21,100
Market-Adjusted Model,22548,2022-08-09,0.001005963,-0.045107211,-0.044485565,21,100
Market-Adjusted Model,22549,2022-08-09,0.0020040539,-0.044110186,-0.043487474,21,98
Market-Adjusted Model,22550,2022-08-09,0.0225230887,-0.023363854,-0.022968439,21,92
Market-Adjusted Model,22551,2022-08-09,-0.242651541,-0.310993506,-0.288143069,21,93
Market-Adjusted Model,22552,2022-08-09,0.01705116,-0.029165681,-0.028440368,21,100
Market-Adjusted Model,22553,2022-08-09,-0.407114606,-0.410944038,-0.452606133,21,100
Market-Adjusted Model,22554,2022-08-09,0.001482153,-0.044635167,-0.044009375,21,94
Market-Adjusted Model,22555,2022-08-09,0.028324541,-0.016148682,-0.017166987,21,100
Market-Adjusted Model,22556,2022-08-09,0.0020079824,-0.044099957,-0.043483545,21,95
Market-Adjusted Model,22557,2022-08-09,-0.112426056,-0.148380964,-0.157917584,21,100
Market-Adjusted Model,22558,2022-08-09,0.2618181954,0.2027254892,0.2163266677,21,100
Market-Adjusted Model,22559,2022-08-09,0.0034982356,-0.042610761,-0.041993292,21,99
Market-Adjusted Model,22560,2022-08-09,0.0019841728,-0.044127447,-0.043507355,21,91
Market-Adjusted Model,22561,2022-08-09,-0.175195878,-0.202953669,-0.220687406,21,100
Market-Adjusted Model,22562,2022-08-09,-0.137651784,-0.182092718,-0.183143312,21,100
Market-Adjusted Model,22563,2022-08-09,0.0020182097,-0.044067314,-0.043473318,21,100
Market-Adjusted Model,22564,2022-08-09,0.0009960391,-0.045117282,-0.044495489,21,94
Market-Adjusted Model,22565,2022-08-09,0.0035299896,-0.042593059,-0.041961538,21,100
Market-Adjusted Model,22566,2022-08-09,0.0050302007,-0.040701724,-0.040461327,21,96
Market-Adjusted Model,22567,2022-08-09,0.0010000229,-0.045101448,-0.044491505,21,91
Market-Adjusted Model,22570,2022-08-09,0.0014977876,-0.044599375,-0.04399374,21,94
Market-Adjusted Model,22571,2022-08-09,0.0029939855,-0.043125766,-0.042497542,21,100
Market-Adjusted Model,22572,2022-08-09,0.0039960001,-0.042109384,-0.041495528,21,99
Market-Adjusted Model,22573,2022-08-09,0.0009842747,-0.045122361,-0.044507253,21,94
Market-Adjusted Model,22574,2022-08-09,0.0040526812,-0.042062151,-0.041438846,21,100
Market-Adjusted Model,22575,2022-08-09,-0.001929562,-0.047914647,-0.04742109,21,95
Market-Adjusted Model,22578,2022-08-09,0.4079999687,0.3985756781,0.362508441,21,100
Market-Adjusted Model,22579,2022-08-09,0.0059939523,-0.040126279,-0.039497575,21,94
Market-Adjusted Model,22580,2022-08-09,0.0069651437,-0.039168178,-0.038526384,21,100
Market-Adjusted Model,22581,2022-08-09,-0.001013098,-0.04707291,-0.046504626,21,100
Market-Adjusted Model,22582,2022-08-09,0.0040120312,-0.042002967,-0.041479496,21,94
Market-Adjusted Model,22583,2022-08-09,0.0567009724,0.0234558881,0.0112094447,21,100
Market-Adjusted Model,22586,2022-08-09,-0.065934063,-0.097491967,-0.111425591,21,96
Market-Adjusted Model,22587,2022-08-09,3.499261E-10,-0.04610114,-0.045491527,21,98
Market-Adjusted Model,22588,2022-08-09,0.0064708392,-0.03965778,-0.039020689,21,100
Market-Adjusted Model,22589,2022-08-09,0.005940541,-0.04018145,-0.039550987,21,98
Market-Adjusted Model,22590,2022-08-09,0.0504950686,0.0044322107,0.0050035409,21,100
Market-Adjusted Model,22591,2022-08-09,0.0046035887,-0.041266559,-0.040887939,21,98
Market-Adjusted Model,22592,2022-08-09,0.06773488,0.0224079545,0.0222433524,21,100
Market-Adjusted Model,22594,2022-08-09,-0.001511369,-0.047608223,-0.047002897,21,100
Market-Adjusted Model,22595,2022-08-09,0.0870786357,0.0447382984,0.0415871081,21,100
Market-Adjusted Model,22596,2022-08-09,0.0019940635,-0.044104762,-0.043497464,21,92
Market-Adjusted Model,22597,2022-08-09,0.0029821756,-0.043135873,-0.042509352,21,100
Market-Adjusted Model,22598,2022-08-09,0.0412121438,0.0196956898,-0.004279384,21,100
Market-Adjusted Model,22599,2022-08-09,0.0029955755,-0.043110195,-0.042495952,21,98
Market-Adjusted Model,22600,2022-08-09,0.0015014403,-0.044615562,-0.043990087,21,100
Market-Adjusted Model,22601,2022-08-09,0.0019920773,-0.044094459,-0.04349945,21,94
Market-Adjusted Model,22602,2022-08-09,-0.322499988,-0.395862293,-0.367991516,21,100
Market-Adjusted Model,22603,2022-08-09,-0.434650444,-0.585823649,-0.480141971,21,96
Market-Adjusted Model,22604,2022-08-09,0.0050100393,-0.041109817,-0.040481488,21,95
Market-Adjusted Model,22606,2022-08-09,0.001980149,-0.044131505,-0.043511379,21,100
Market-Adjusted Model,22607,2022-08-09,0.0049308912,-0.041170102,-0.040560637,21,91
Market-Adjusted Model,22608,2022-08-09,0.0014896077,-0.044622277,-0.04400192,21,99
Market-Adjusted Model,22609,2022-08-09,0.0449999516,0.0083442068,-0.000491576,21,100
Market-Adjusted Model,22610,2022-08-09,0.9166666505,0.6983314781,0.8711751228,21,100
Market-Adjusted Model,22611,2022-08-09,0.2108007833,0.2092887301,0.1653092556,21,100
Market-Adjusted Model,22612,2022-08-09,0.0054589925,-0.040642582,-0.040032535,21,95
Market-Adjusted Model,22615,2022-08-09,0.0010069761,-0.045104682,-0.044484552,21,100
Market-Adjusted Model,22616,2022-08-09,-8.89383E-11,-0.04611174,-0.045491528,21,100
Market-Adjusted Model,22617,2022-08-09,0.0361755604,-0.00259666,-0.009315967,21,100
Market-Adjusted Model,22618,2022-08-09,0.1791295516,0.1248837822,0.1336380239,21,81
Market-Adjusted Model,22619,2022-08-09,0.4170213082,0.3393358581,0.3715297805,21,74
Market-Adjusted Model,22620,2022-08-09,0.2435677629,0.1995330705,0.1980762352,21,72
Market-Adjusted Model,22623,2022-08-09,0.4535657412,0.3472964654,0.4080742135,21,68
Market-Adjusted Model,22624,2022-08-09,0.0014969449,-0.044615092,-0.043994583,21,84
Market-Adjusted Model,22625,2022-08-09,0.0055221188,-0.040599384,-0.039969409,21,79
Market-Adjusted Model,22626,2022-08-09,0.1870877171,0.1412336429,0.1415961895,21,85
Market-Adjusted Model,22627,2022-08-09,-0.014852294,-0.001027873,-0.060343822,21,87
Market-Adjusted Model,22628,2022-08-09,0.003487778,-0.042605261,-0.04200375,21,72
Market-Adjusted Model,22629,2022-08-09,0.2563177125,0.1982706954,0.2108261848,21,87
Market-Adjusted Model,22630,2022-08-09,0.0070140935,-0.039104608,-0.038477434,21,75
Market-Adjusted Model,22631,2022-08-09,-0.00203661,-0.048140722,-0.047528137,21,84
Market-Adjusted Model,22632,2022-08-09,0.0678391155,0.0215360448,0.0223475878,21,75
Market-Adjusted Model,22633,2022-08-09,0.0075112474,-0.038574368,-0.03798028,21,75
Market-Adjusted Model,22634,2022-08-09,-0.213333344,-0.269773342,-0.258824872,21,77
Market-Adjusted Model,22635,2022-08-09,0.0030090002,-0.043103215,-0.042482527,21,70
Market-Adjusted Model,22636,2022-08-09,-0.002197852,-0.047541905,-0.04768938,21,81
Market-Adjusted Model,22637,2022-08-09,0.608953952,0.532972343,0.5634624243,21,85
Market-Adjusted Model,22638,2022-08-09,-0.086053409,-0.10157001,-0.131544936,21,80
Market-Adjusted Model,22639,2022-08-09,0.0049850638,-0.041133693,-0.040506464,21,76
Market-Adjusted Model,22640,2022-08-09,0.0029835637,-0.043129268,-0.042507964,21,77
Market-Adjusted Model,22641,2022-08-09,0.0050100394,-0.041088529,-0.040481488,21,84
Market-Adjusted Model,22642,2022-08-09,0.0055248926,-0.040606184,-0.039966635,21,82
Market-Adjusted Model,22643,2022-08-09,0.243197242,0.2272075846,0.1977057143,21,80
Market-Adjusted Model,22644,2022-08-09,0.0679807082,0.0227237111,0.0224891805,21,73
Market-Adjusted Model,22645,2022-08-09,0.0074440547,-0.038690434,-0.038047473,21,84
Market-Adjusted Model,22646,2022-08-09,0.0164424472,-0.029288573,-0.029049081,21,83
Market-Adjusted Model,22647,2022-08-09,0.0040120321,-0.042105984,-0.041479496,21,84
Market-Adjusted Model,22650,2022-08-09,0.0005010136,-0.04561297,-0.044990514,21,81
Market-Adjusted Model,22651,2022-08-09,0.0054808477,-0.04062505,-0.04001068,21,75
Market-Adjusted Model,22652,2022-08-09,0.0082051206,-0.037922225,-0.037286407,21,70
Market-Adjusted Model,22653,2022-08-09,0.0029850481,-0.043129532,-0.04250648,21,70
Market-Adjusted Model,22654,2022-08-09,0.0100401989,-0.036095258,-0.035451329,21,70
Market-Adjusted Model,22655,2022-08-09,0.0666667136,0.0864231373,0.0211751859,21,82
Market-Adjusted Model,22658,2022-08-09,0.0015067192,-0.044600245,-0.043984808,21,68
Market-Adjusted Model,22659,2022-08-09,0.101973669,0.0679008307,0.0564821414,21,85
Market-Adjusted Model,22660,2022-08-09,0.0571428931,0.0700330316,0.0116513654,21,70
Market-Adjusted Model,22661,2022-08-09,0.0030241662,-0.043073538,-0.042467361,21,76
Market-Adjusted Model,22662,2022-08-09,0.004475393,-0.041648303,-0.041016135,21,89
Market-Adjusted Model,22663,2022-08-09,0.0020000459,-0.044119953,-0.043491482,21,85
Market-Adjusted Model,22666,2022-08-09,0.0039960002,-0.042106267,-0.041495527,21,77
Market-Adjusted Model,22667,2022-08-09,0.0827067689,0.0477144495,0.0372152412,21,72
Market-Adjusted Model,22668,2022-08-09,0.0009959438,-0.045113659,-0.044495584,21,85
Market-Adjusted Model,22669,2022-08-09,0.0039721911,-0.042151249,-0.041519337,21,89
Market-Adjusted Model,22670,2022-08-09,0.0030074919,-0.043115511,-0.042484036,21,80
Market-Adjusted Model,22671,2022-08-09,0.0049886904,-0.040957616,-0.040502837,21,78
Market-Adjusted Model,22674,2022-08-09,0.001010124,-0.045081389,-0.044481404,21,75
Market-Adjusted Model,22675,2022-08-09,0.078013374,0.0358699622,0.0325218463,21,83
Market-Adjusted Model,22676,2022-08-09,0.0029880213,-0.043108401,-0.042503506,21,75
Market-Adjusted Model,22677,2022-08-09,0.003479015,-0.042630382,-0.042012513,21,89
Market-Adjusted Model,22678,2022-08-09,-0.001010028,-0.047107376,-0.046501555,21,87
Market-Adjusted Model,22679,2022-08-09,0.1243903107,0.0910359021,0.0788987831,21,73
Market-Adjusted Model,22682,2022-08-09,-0.031434247,-0.07660384,-0.076925774,21,72
Market-Adjusted Model,22683,2022-08-09,0.0060180003,-0.040081625,-0.039473527,21,70
Market-Adjusted Model,22684,2022-08-09,0.0123456737,-0.005171519,-0.033145854,21,79
Market-Adjusted Model,22685,2022-08-09,0.0029880214,-0.043101909,-0.042503506,21,76
Market-Adjusted Model,22686,2022-08-09,-0.017126258,-0.061994399,-0.062617786,21,85
Market-Adjusted Model,22687,2022-08-09,-7.81678E-11,-0.046083859,-0.045491528,21,75
Market-Adjusted Model,22688,2022-08-09,0.0049950236,-0.041124142,-0.040496504,21,81
Market-Adjusted Model,22689,2022-08-09,0.0634920723,0.0395431479,0.0180005446,21,85
Market-Adjusted Model,22690,2022-08-09,0.0060301929,-0.040093642,-0.039461335,21,89
Market-Adjusted Model,22691,2022-08-09,0.0025138836,-0.043602409,-0.042977644,21,76
Market-Adjusted Model,22692,2022-08-09,0.0167667027,-0.017862095,-0.028724825,21,81
Market-Adjusted Model,22693,2022-08-09,0.0060975068,-0.040007613,-0.039394021,21,70
Market-Adjusted Model,22694,2022-08-09,-0.001011145,-0.047036652,-0.046502673,21,84
Market-Adjusted Model,22695,2022-08-09,0.0483915475,0.0018638783,0.0029000198,21,74
Market-Adjusted Model,22696,2022-08-09,-0.013218419,-0.058470528,-0.058709947,21,74
Market-Adjusted Model,22697,2022-08-09,0.0198277705,-0.026267908,-0.025663757,21,89
Market-Adjusted Model,22698,2022-08-09,0.055413786,0.0093989458,0.0099222583,21,81
Market-Adjusted Model,22703,2022-08-09,0.003045658,-0.043055344,-0.04244587,21,71
Market-Adjusted Model,22704,2022-08-09,0.0020100964,-0.044101388,-0.043481431,21,80
Market-Adjusted Model,22705,2022-08-09,0.0622063076,0.0192294783,0.01671478,21,71
Market-Adjusted Model,22706,2022-08-09,-0.009163414,-0.055268977,-0.054654942,21,86
Market-Adjusted Model,22707,2022-08-09,0.0435556229,-0.002695823,-0.001935905,21,76
Market-Adjusted Model,22709,2022-08-09,0.0548839948,0.0089710985,0.0093924671,21,81
Market-Adjusted Model,22710,2022-08-09,0.0718116133,0.028172418,0.0263200857,21,77
Market-Adjusted Model,22711,2022-08-09,0.2271690696,0.1943253559,0.181677542,21,77
Market-Adjusted Model,22712,2022-08-09,0.0499395586,0.0194399191,0.004448031,21,77
Market-Adjusted Model,22713,2022-08-09,0.034655169,-0.009735272,-0.010836359,21,81
Market-Adjusted Model,22714,2022-08-09,-0.00812579,-0.052271926,-0.053617318,21,77
Market-Adjusted Model,22715,2022-08-09,0.0019950582,-0.044110822,-0.043496469,21,80
